,Unnamed: 0,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
29119,29119,40,Self-emp-not-inc,34007,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,>50K
22459,22459,32,Private,111836,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,50,United-States,<=50K
7472,7472,39,Private,115418,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,45,United-States,<=50K
28003,28003,66,unknown,175891,9th,5,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
25177,25177,26,Private,60722,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K
21097,21097,43,Private,178976,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
27827,27827,61,unknown,175032,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
11803,11803,40,Local-gov,42703,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
31196,31196,31,Private,109055,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K
20170,20170,54,Private,97778,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
18178,18178,30,Private,194141,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
4323,4323,22,Self-emp-not-inc,123440,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,48,United-States,<=50K
21176,21176,37,Private,360743,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
17971,17971,18,Private,298860,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
25334,25334,24,Private,433330,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
13855,13855,22,Private,105592,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
16665,16665,33,Private,511517,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
21876,21876,17,Private,171080,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
20558,20558,22,Private,137876,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,20,United-States,<=50K
12861,12861,59,Private,333270,Masters,14,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,35,Philippines,<=50K
19512,19512,20,Private,203027,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
25127,25127,35,Private,195744,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
3166,3166,53,Private,211654,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,unknown,>50K
20823,20823,53,Private,198824,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
24254,24254,28,Private,73037,10th,6,Never-married,Transport-moving,Unmarried,White,Male,30,United-States,<=50K
20709,20709,46,Private,233511,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,48,United-States,<=50K
18863,18863,31,Private,209538,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,<=50K
21169,21169,32,State-gov,481096,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,10,United-States,<=50K
6934,6934,25,Private,34402,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K
20690,20690,34,Private,153326,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
13282,13282,34,Self-emp-not-inc,108247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
25596,25596,49,Self-emp-inc,229737,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,>50K
24013,24013,49,Private,309033,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
6229,6229,66,unknown,31362,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,20,United-States,<=50K
13082,13082,40,Private,201764,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
5380,5380,26,Private,205428,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K
18496,18496,49,Private,144396,11th,7,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
11349,11349,53,Self-emp-inc,251675,Some-college,10,Divorced,Sales,Not-in-family,White,Male,50,Cuba,>50K
4067,4067,38,Private,241765,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,60,United-States,<=50K
7249,7249,18,Private,236262,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,<=50K
7851,7851,26,Self-emp-not-inc,202560,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K
13414,13414,61,Private,51385,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
22093,22093,18,State-gov,30687,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,10,United-States,<=50K
16484,16484,72,unknown,173427,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,40,Cuba,<=50K
5106,5106,44,Self-emp-inc,187720,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
1071,1071,38,Private,132879,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
31038,31038,30,Private,165235,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Philippines,>50K
9503,9503,43,State-gov,41834,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,38,United-States,>50K
11194,11194,48,Private,180446,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
26845,26845,48,Self-emp-not-inc,160724,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Japan,<=50K
26738,26738,23,Private,265356,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K
1522,1522,30,Private,31985,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
12945,12945,39,Self-emp-not-inc,34378,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
8826,8826,24,Private,353696,Some-college,10,Never-married,Other-service,Own-child,White,Male,20,Canada,<=50K
20081,20081,63,Self-emp-not-inc,404547,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
13888,13888,19,Private,318822,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,35,United-States,<=50K
29283,29283,24,Private,44738,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K
3466,3466,39,Private,96452,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
30939,30939,26,Private,366219,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,>50K
753,753,23,Private,145111,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,50,United-States,<=50K
2570,2570,54,unknown,124993,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,>50K
21593,21593,38,Local-gov,331609,Some-college,10,Widowed,Transport-moving,Not-in-family,Black,Female,47,United-States,<=50K
1268,1268,37,Private,387430,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,37,United-States,<=50K
4964,4964,51,Private,305147,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
17308,17308,57,Local-gov,198145,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,14,United-States,>50K
23073,23073,75,Self-emp-not-inc,165968,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
13559,13559,21,Private,203055,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K
12903,12903,17,Private,75333,10th,6,Never-married,Sales,Own-child,Black,Female,24,United-States,<=50K
657,657,34,Private,106742,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
9332,9332,38,Private,104089,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
24867,24867,39,Private,139647,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,56,United-States,<=50K
28850,28850,40,Private,242521,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
32088,32088,44,Private,118536,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
675,675,22,Private,240817,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
19843,19843,45,Private,167523,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
190,190,38,Private,155222,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,28,United-States,<=50K
9228,9228,33,Private,55176,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
21351,21351,41,Private,174189,9th,5,Separated,Other-service,Not-in-family,White,Male,40,United-States,<=50K
14674,14674,30,Private,169841,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,25,United-States,<=50K
18146,18146,34,Private,101345,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K
29808,29808,50,Private,46155,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
14676,14676,46,Self-emp-not-inc,456956,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
21205,21205,47,Federal-gov,44257,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K
31158,31158,75,Self-emp-inc,98116,Some-college,10,Widowed,Sales,Not-in-family,White,Male,40,United-States,>50K
15073,15073,30,Private,174201,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
23511,23511,29,Private,113464,HS-grad,9,Never-married,Transport-moving,Other-relative,Other,Male,40,Dominican-Republic,<=50K
17089,17089,25,unknown,12285,Some-college,10,Never-married,unknown,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States,<=50K
24823,24823,31,Private,168782,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
20809,20809,54,Self-emp-not-inc,168723,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
29105,29105,24,Private,143766,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,55,United-States,<=50K
25406,25406,59,Private,77884,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K
21855,21855,35,Private,263081,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,>50K
32474,32474,57,Private,153918,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
1189,1189,27,Local-gov,247507,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,<=50K
27594,27594,39,Self-emp-not-inc,50096,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,<=50K
7090,7090,21,Private,212661,10th,6,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
13192,13192,41,Private,350387,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
12786,12786,45,Federal-gov,98524,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
32024,32024,59,Private,152968,Some-college,10,Separated,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K
1480,1480,43,Self-emp-not-inc,35236,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
969,969,36,unknown,94954,Assoc-voc,11,Widowed,unknown,Not-in-family,White,Female,20,United-States,<=50K
27207,27207,57,Local-gov,190561,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,30,United-States,<=50K
20501,20501,36,Local-gov,223433,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,53,United-States,>50K
19825,19825,20,State-gov,178628,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
31810,31810,30,Private,236543,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,68,United-States,<=50K
1985,1985,29,Private,421065,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,United-States,<=50K
9236,9236,19,Private,123416,12th,8,Separated,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
31356,31356,42,Local-gov,180318,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,35,United-States,<=50K
11966,11966,33,Private,143540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
25711,25711,43,unknown,387839,HS-grad,9,Never-married,unknown,Other-relative,White,Female,40,United-States,<=50K
29320,29320,53,Private,346871,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,46,United-States,>50K
11445,11445,41,Private,120277,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
24947,24947,22,Private,229456,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,35,United-States,<=50K
32419,32419,18,Private,41381,HS-grad,9,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
27276,27276,26,Self-emp-not-inc,31143,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
11049,11049,39,Private,53447,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,40,United-States,<=50K
362,362,43,Private,180609,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
13216,13216,47,Self-emp-not-inc,166894,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
11306,11306,49,Private,247294,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
26288,26288,57,Private,98926,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,16,United-States,<=50K
11579,11579,51,Private,143822,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
20243,20243,39,Private,280570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
19360,19360,63,Private,64544,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,>50K
13539,13539,31,Private,113364,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,<=50K
27198,27198,23,Private,132300,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
24615,24615,37,Local-gov,108320,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
14111,14111,30,Private,36340,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,24,United-States,<=50K
31268,31268,55,Self-emp-not-inc,41938,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,<=50K
32032,32032,34,Private,331126,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,30,United-States,<=50K
8896,8896,42,Self-emp-inc,96509,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,Taiwan,<=50K
13629,13629,45,Private,358886,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K
23413,23413,34,Private,204052,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
17744,17744,22,Private,304602,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
15120,15120,25,Private,241025,Bachelors,13,Never-married,Other-service,Own-child,White,Male,18,United-States,<=50K
17148,17148,32,Private,291147,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
17088,17088,47,Private,97419,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,United-States,<=50K
15202,15202,20,Private,153516,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K
24001,24001,19,Private,574271,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,28,United-States,<=50K
1448,1448,51,Private,185283,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
16538,16538,30,Private,182833,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,<=50K
26255,26255,37,Private,220644,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,40,unknown,<=50K
14961,14961,20,Private,223811,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
22101,22101,33,Private,182792,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
10746,10746,39,Local-gov,256997,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
23746,23746,47,Private,34458,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
12279,12279,46,Local-gov,102308,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
19962,19962,27,Private,144133,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,United-States,<=50K
10799,10799,52,Private,75839,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
7463,7463,54,Private,174102,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
6451,6451,42,Federal-gov,170230,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
